   0.12000 	   0.24000 	   0.36000 	   0.48000 	   0.60000 	   0.72000 	   0.84000 	   0.96000 	  -0.52000 	   2.72000 	  -0.52000 	   0.96000 	   0.84000 	   0.72000 	   0.60000 	   0.48000 	   0.36000 	   0.24000 	   0.12000 	
   0.13000 	   0.26000 	   0.39000 	   0.52000 	   0.65000 	   0.78000 	   0.91000 	  -5.36000 	  16.85000 	 -21.18000 	  16.85000 	  -5.36000 	   0.91000 	   0.78000 	   0.65000 	   0.52000 	   0.39000 	   0.26000 	   0.13000 	
   0.14000 	   0.28000 	   0.42000 	   0.56000 	   0.70000 	   0.84000 	 -24.62000 	 102.24000 	-206.74000 	 259.16000 	-206.74000 	 102.24000 	 -24.62000 	   0.84000 	   0.70000 	   0.56000 	   0.42000 	   0.28000 	   0.14000 	
   0.15000 	   0.30000 	   0.45000 	   0.60000 	   0.75000 	-101.50000 	 559.13000 	-1533.52000 	2669.19000 	-3187.70000 	2669.19000 	-1533.52000 	 559.13000 	-101.50000 	   0.75000 	   0.60000 	   0.45000 	   0.30000 	   0.15000 	
   0.16000 	   0.32000 	   0.48000 	   0.64000 	-408.80000 	2847.68000 	-9870.24000 	22012.16000 	-34693.28000 	40220.56000 	-34693.28000 	22012.16000 	-9870.24000 	2847.68000 	-408.80000 	   0.64000 	   0.48000 	   0.32000 	   0.16000 	
   0.17000 	   0.34000 	   0.51000 	-1637.72000 	13845.33000 	-58100.74000 	158101.67000 	-308793.52000 	454421.37000 	-515681.90000 	454421.37000 	-308793.52000 	158101.67000 	-58100.74000 	13845.33000 	-1637.72000 	   0.51000 	   0.34000 	   0.17000 	
   0.18000 	   0.36000 	-6553.06000 	65209.04000 	-321617.02000 	1033544.76000 	-2406316.82000 	4280841.12000 	-5989736.62000 	6689241.80000 	-5989736.62000 	4280841.12000 	-2406316.82000 	1033544.76000 	-321617.02000 	65209.04000 	-6553.06000 	   0.36000 	   0.18000 	
   0.19000 	-26214.02000 	300155.45000 	-1702296.84000 	6310871.99000 	-17054903.18000 	35537342.77000 	-58960466.96000 	79364330.03000 	-87537661.86000 	79364330.03000 	-58960466.96000 	35537342.77000 	-17054903.18000 	6310871.99000 	-1702296.84000 	300155.45000 	-26214.02000 	   0.19000 	
-104857.40000 	1357906.32000 	-8708423.08000 	36592681.76000 	-112572415.00000 	268688733.36000 	-514879220.36000 	809088651.84000 	-1056188758.84000 	1153451369.60000 	-1056188758.84000 	809088651.84000 	-514879220.36000 	268688733.36000 	-112572415.00000 	36592681.76000 	-8708423.08000 	1357906.32000 	-104857.40000 	
6060769.49000 	-43374345.82000 	203752735.35000 	-702977146.04001 	1890249278.49001 	-4104884038.42001 	7364847520.19000 	-11079843360.88000 	14107928308.76999 	-15282680626.45997 	14107928308.76996 	-11079843360.87995 	7364847520.18995 	-4104884038.41996 	1890249278.48997 	-702977146.03999 	203752735.35001 	-43374345.82002 	6060769.49001 	
