 0.00000,-1.17546, 5.93142, 9.12551,-1.44351, 8.97907, 3.62060,-2.46192, 4.63234,-3.76683, 6.98595,-4.23563,-0.31691, 1.23611,-4.60613,-3.86343, 8.82527,-1.54293, 0.11546,-2.87121
-7.52087, 0.00000,-1.10438,-6.02679, 9.58726,-1.19313,-5.11458,-2.02767,-9.72497,-9.90948, 1.75073,-4.35126, 5.08134,-2.18064, 1.54569, 5.32374, 5.07790, 3.79048, 7.90389,-4.68959
 8.37059, 5.14217, 0.00000,-7.23686,-6.81644, 4.25519, 2.47204,-9.69515, 0.38095, 6.09482,-0.78296,-3.97309,-9.63740,-1.49613,-8.84846, 2.16301,-8.87039,-6.46068,-9.13946, 3.13545
-4.13341,-3.23812, 8.02500, 0.00000,-5.42196, 8.87466, 4.10771, 4.09860,-3.07694, 2.55180,-5.81474, 4.98177, 0.49531, 3.83712,-1.88842,-5.45626, 4.66228, 2.51481, 2.56784, 2.27665
-5.81207,-6.67169,-4.56244,-3.51473, 0.00000, 9.97189,-4.28316,-5.37374,-2.78734,-9.36792, 0.79586,-9.40472, 1.21921,-9.16980,-6.80853, 5.58350,-2.49235,-1.55017,-2.45279, 8.72785
 8.83348,-0.53579,-7.57522,-9.37718,-8.29122, 0.00000,-3.62690,-9.32245,-9.31837, 6.15448,-8.66138,-1.23079, 2.53226,-5.86363,-6.90007, 0.42183,-3.78717,-7.26608, 5.81011, 2.00583
-9.60605, 2.56772,-7.52268, 2.29420,-8.83396,-2.83188, 0.00000,-1.44169,-4.92276,-2.53219, 0.37736,-1.98010, 6.48744, 5.42582, 4.92701,-4.90034, 0.79367, 3.63119,-3.85854, 8.23537
 3.32145,-5.88976, 9.40906, 6.26711, 0.00725, 8.03510,-8.18485, 0.00000, 7.53855,-6.94461, 2.91939,-0.82809,-0.37634,-0.10481,-0.52614, 2.19193, 1.90023,-6.67928,-5.49561, 4.87560
 8.99610, 2.14529, 1.78949,-1.47106,-2.22899,-9.65640,-6.72145,-3.37269, 0.00000, 6.17276, 0.85940, 9.08007, 6.50179,-2.13301,-9.73912, 8.57082, 6.79717, 1.73960, 3.59279,-6.30343
 0.82365, 2.38569,-7.73551, 8.55149,-9.34983,-7.98945, 3.03829,-8.51066, 4.24687, 0.00000,-1.05536, 7.90037, 3.28203,-1.55968, 4.51143, 8.75722,-5.80741,-6.10221, 4.29903, 5.72598
-3.98282,-5.42833, 6.19178, 2.48970,-1.67696, 3.52985,-2.82022,-2.02208, 8.88115,-7.11338, 0.00000, 9.37866,-2.25418, 0.71730, 9.80734,-8.99086, 8.28478, 7.53040,-2.15093,-1.21111
-0.23582,-0.79234,-7.71654,-9.63722,-8.35458,-2.04322,-8.21707,-7.11202, 9.46411,-4.59716, 2.94980, 0.00000,-9.48992, 1.36348,-0.23880, 0.42849, 1.44514, 4.27946, 5.63731,-2.55497
-0.29804, 0.97110, 5.70428, 4.18216, 6.33626,-9.58887, 3.62220,-3.41969, 0.60721,-5.88989, 9.77005,-0.53404, 0.00000, 3.65831,-3.91071, 4.27249, 5.79456, 1.20183,-6.69942, 0.39931
 9.11688,-5.18061,-1.20845, 8.54164, 6.85553, 1.21136,-3.94970,-2.99153, 3.59703,-5.88217, 6.51358, 6.25142,-9.30523, 0.00000, 9.88059, 2.55354,-8.10008,-4.67038, 5.42906,-0.33753
 9.14159, 0.01345, 9.00408, 7.46809, 1.06388,-5.59736, 2.81581,-6.87262,-8.33351,-3.69660, 1.02457,-5.66528, 8.55308, 5.27689, 0.00000, 9.17087, 0.98218, 1.20796,-6.63631,-7.79550
 9.39143, 7.02889,-3.85959, 3.72621,-8.97958, 2.69691,-5.43706,-5.00762,-5.71593,-8.11736, 5.89985, 7.95088,-8.19648,-5.98937,-5.82285, 0.00000, 7.27959,-7.36887, 5.89736,-6.04708
 2.84868,-0.34002, 7.65137,-6.47296,-8.91266,-9.86790,-1.10247, 2.27603, 4.41991,-3.63916, 2.15996, 2.89680,-5.30951,-9.93400, 7.23704,-1.65610, 0.00000,-2.28718,-8.78000, 0.85121
-6.34773, 0.05698, 0.19638, 3.60630, 3.65974,-6.48520,-3.63025,-0.28239, 2.77606, 2.67305, 5.18648, 0.26047, 6.00998, 7.41478,-1.75268, 5.00813, 6.82102, 0.00000, 2.01771,-3.62093
-9.85302, 8.06689,-3.96075, 9.70771,-9.77065,-5.84184,-0.36801, 1.97369,-1.41291, 6.75325,-4.77402,-8.14497,-6.10412, 8.98786,-3.15714, 4.33716,-1.03096, 0.01917, 0.00000,-7.71771
-1.68406, 8.35298, 6.30776, 9.37755, 3.57239,-4.46021,-2.84582, 2.47729, 2.58419, 4.10440,-2.89777,-7.64817,-8.74837, 6.63046,-0.78820, 1.33482, 3.20306, 4.03476,-3.08902, 0.00000
