-70.0, -4.0, -1.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,-75.0
 -3.0,-80.0,-12.0, -9.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,-104.0
-13.0, 25.0,-86.0,-10.0, 21.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,-63.0
  0.0,  8.0, 29.0, 78.0, 30.0, -3.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,142.0
  0.0,  0.0,  1.0, -9.0,-85.0, 63.0,  8.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,-22.0
  0.0,  0.0,  0.0, -8.0,  1.0, 92.0,-51.0, 29.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0, 63.0
  0.0,  0.0,  0.0,  0.0, -3.0, 44.0, 88.0, -6.0,-20.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,103.0
  0.0,  0.0,  0.0,  0.0,  0.0,-30.0, -9.0, 99.0,  5.0,-37.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0, 28.0
  0.0,  0.0,  0.0,  0.0,  0.0,  0.0, 35.0, -2.0, 97.0, -6.0, 26.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,150.0
  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  1.0,-21.0, 81.0,-10.0,-28.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0, 23.0
  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0, 45.0,-13.0, 88.0, -7.0,-16.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0, 97.0
  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0, -2.0, 10.0,-61.0,  7.0, 15.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,-31.0
  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0, -5.0, 17.0,-74.0, 14.0, -7.0,  0.0,  0.0,  0.0,  0.0,  0.0,-55.0
  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  4.0,-20.0,-49.0, 17.0, -2.0,  0.0,  0.0,  0.0,  0.0,-50.0
  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  2.0, -5.0, 64.0, 32.0,-22.0,  0.0,  0.0,  0.0, 71.0
  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0, 63.0, 11.0,-95.0, -6.0, -5.0,  0.0,  0.0,-32.0
  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  1.0, 10.0, 59.0,  5.0,-37.0,  0.0, 38.0
  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  1.0,-39.0,-97.0, 18.0,-30.0,-147.0
  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0, 50.0, -1.0,-83.0, 10.0,-24.0
  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,-21.0, -2.0,-95.0,-118.0
