     1  60  72  88  41  58
     2  50  45  37  86  13
     3  44  41  99  54  24
     4  12  89  68  32  89
     5  48  97  25  85  55
     6  22  46  34  90  98
     7  75  73  85   5   1
     8  86  23  39  69  52
     9  42  18  75  13  72
    10  24  77  27  18  30
    11  34  42  70   5  12
    12  31  87  47  75   8
    13  19  16  74  55  77
    14  26  57   5  63  81
    15  51   7  95 100   8
    16  33  93  82  85  72
    17  55  21  49  25   3
    18  15  29  33  18  61
    19  33  42  64  66  63
    20  51  36  97  39  19
    21  51  60  32  25  51
    22  88  34  29  76  10
    23  37  93   9  38 100
    24  42   7  48  85  17
    25  76  57  92  97  59
    26  89  77  92  67 100
    27  80  20  95   3  50
    28  47  28  42  91  58
    29  81  84  40  45  40
    30   7  27  36  79   6
    31  36  51  14  68  68
    32  31  63  58  49  52
    33  17  73  52  28  98
    34  69   4  83  42  87
    35   9  52  24  53  41
    36  61 100  42  86  45
    37  27  78  76  52  13
    38  27  76  74  90  85
    39  51  12  38  66  74
    40  62  51  52   0  82
    41  23  78  85  42  30
    42  69  74  23   8   2
    43  69  97  77  55  25
    44  81  16  38  13   6
    45  67  44  49  61  69
    46  28  52  34  46  28
    47  13  41  62  96  68
    48  63   0  22  31  76
    49  55   0  61   7  96
    50  86  71  51  78  82
    51  66  84  17  35  87
    52   7  52  13  43  79
    53  13  14  27  27  74
    54  54  86  76   8  13
    55  63  56  16  13  11
    56  87  44  49  14  19
    57  48  44  35  78  69
    58  57  97  31  66  11
    59  38  95  88  50   4
    60  27  95  45  82  31
    61  18  43  94  53  12
    62  39  35  93  51  52
    63  49  97  76  63   1
    64  38  88  18  36  48
    65  84  15  81  18  95
    66  16  72  24  95   1
    67  91  41  35  35  75
    68  86  71  57  35  18
    69  21  56  67  40  37
    70  14 100  91  31  67
    71  44   9  66  96 100
    72  27  71  68  42   1
    73  20  91  26  45  69
    74  74  55  14  33  34
    75  58  51  56  26  83
    76  64  94   7  28  49
    77  39  43  25  16  66
    78  16  73  56  97  96
    79  49  64  65  21   3
    80  41  37  78  76  69
    81  75  38  63  62   5
    82  42  92  77  69  15
    83  80  56  34  64  64
    84  69  68  63  19  46
    85  64  17  15  92  59
    86  93  82  37  79  87
    87  95  10  55  88  25
    88  57  49   4  44  50
    89  54  26  99  53  59
    90  24  54  32  48   5
    91   3  21  62  83  44
    92  15  89  53  34  29
    93  42  86  31   8  88
    94  24  62  74  93  50
    95  49   0  37  23  60
    96  71  32  32  58  33
    97  61  81  80  82  96
    98  16  36  18  35  93
    99  41  10  58  43  39
   100  51  45   6  81  33
   101   0   7   6   4  62
   102  82  77  45  31  61
   103  98  81  49  98  52
   104  29  24  76  24  58
   105  44  60   7  95  29
   106  83   6  79  76  30
   107  53  29  39  73  52
   108  43  51   4  34  56
   109   3  31  54   7  81
   110  78  63  12  21  41
   111  46  22  19  96   9
   112  73  57  73  73  36
   113  56  80  19  86  62
   114  62  46  54  67  67
   115  41   0  94  15  11
   116  43   8   8   3   3
   117  68  22  32   3  37
   118   4  62  93  84  49
   119  77  58  63  92   8
   120  45   7  41  69  30
   121  36  99  15  77   7
   122  71  10   4  59  27
   123  54  93  65   3  20
   124  96  90  41  10  59
   125  21  53  34  77  75
   126  57  91  76  25  72
   127  51  29   8  83  88
   128   7  90  93  35  21
   129  41  34  45  11  74
   130  97  98  27  55  26
   131  54  70  49   3  24
   132  53  89  42  54   9
   133  28  92  28  10  85
   134  88  33  76  35  94
   135  22  74  81  19  45
   136  81  79  32  67   6
   137  84  88  85  63  37
   138  86  23  31  78  29
   139  51  51  69   4  16
   140 100  73  16  31  94
   141  21  14  95  69  88
   142  29  74  86  77  73
   143  36 100  20  22  61
   144  98  83  75  43  26
   145  57  95  78  13  43
   146  12  19  78  15  83
   147  41  97  64  48  22
   148  30  35  43  39  68
   149  94  48  34  30  46
   150  90  98  62  93  74
   151   6  27  86  51  20
   152  26  14  62  53  95
   153  46  18  12  54   2
   154  51   4  19  73  86
   155  99  56  19  12  52
   156   6  43  22  86  96
   157  67  87  43  30  91
   158  19  30  73  67  17
   159   0   5  70  96  15
   160  17   7  71  83  80
   161  67  61  51   4  75
   162  42   9  73  89  71
   163  39  48  27   4  12
   164  95  13  76  78   3
   165  81  63  89  35  67
   166  84  97  80  12  50
   167  72   9  54   9  43
   168  76   0  34  44  84
   169  73  67  58  59  60
   170  30  51  26  86  19
   171  24  63  35  24  95
   172  68  21  21  62  74
   173  73  61  21  51  33
   174  93  12  29  72  56
   175  27   5  39  10  29
   176  57  85  20  43  88
   177  26  26  73   8  35
   178  20  71  60  79  26
   179  82  84  49   8 100
   180  15  74   0  47  51
   181  35  96   6  43  54
   182  89  38  93  54  48
   183  17  22  64  10  44
   184  40  61  35 100  78
   185  23  14  19  90  12
   186  63  42  21  53  88
   187  74  98  74  59  69
   188  89  96  13  19  91
   189  69   3  71  19  90
   190  80  74  64  47  19
   191  71  58  85  59  95
   192  33  81  60  90  72
   193  17  28  72  70 100
   194  72  32 100  77  88
   195  20  32  26   6  15
   196  92  25  99  43  75
   197  83  12  87   3  65
   198  66  59   7  75  39
   199  42  44  66   5   9
   200   9  62  24  64 100
   201  81  94  98  52  91
   202  51  47  87  25  92
   203  23  70  41  94  88
   204  91  98  73  42  75
   205   0  94  47   8  64
   206  12   4  25  92  30
   207  17  42  33   9  35
   208  77  89  76  46  11
   209 100  59  53  80  24
   210  57   5   7  23  84
   211  90  10  60  53   7
   212  79  78  94  16  38
   213  62  11 100  64  93
   214  50  90  70  29  54
   215 100  98  63  26  39
   216  31  50   7  47  22
   217  98  13   9  64  80
   218  90  79  73  36 100
   219  56  51  80  13  62
   220  58  68  27  55  16
   221  48  11  44  80   5
   222  14  80  33  43  89
   223  89  67  17  70  62
   224  55  74  45  24  17
   225  17  69  23  55  98
   226  39  17  80  60  45
   227  61  25  80  73  41
   228  42  95  34  18  86
   229  70  30  10  51  81
   230  57  61  90  20  93
   231  42  60  59  40  71
   232  43  57  13  77  65
   233  30  13  92  58  52
   234  27  73  53  97  10
   235  12  13  84  21  49
   236   4  62 100  70 100
   237  77  10  76  15  94
   238  88  90  64  46  68
   239  19  48  93  84  25
   240  84   7  20  67  19
   241  25  26  41  30   8
   242  14  74  33  16  95
   243  51   9   6  93  46
   244  39  10  72  24  92
   245  96  52  82  35  30
   246  22   7  57  47  76
   247  38  69  17  97  24
   248  20  34  43  92  16
   249  16  96  54  29  42
   250  77  11  17  41  32
   251   8  24  88  75  73
   252  42  39  90  42  21
   253  42  36  65  61  28
   254  60  75  52  45  78
   255  73  13  98   5  19
   256  70  62   0  52  87
   257  72  91  29   6  99
   258  59  14  26  92  67
   259  11  40  29  28  83
   260  75  57   4  74  10
   261  74  94   7   3  44
   262  11   7  86   4  84
   263  43  84  79  86  13
   264  80  60  34   8  33
   265  34  86  20  50  29
   266  65  10  69  98  10
   267  72  57  77  77  84
   268  50  93  34  59  41
   269  99  29  82   7  87
   270  33  39  49  51  46
   271  27  71  51  99  66
   272  40  98  51  93  59
   273   4  24  11  19  33
   274  42  86  92  60   6
   275  74  99  18  61  54
   276  21  59   8  76  88
   277  11  95  29  17  58
   278  69  26  54  87  36
   279  76  33   0  52  80
   280  95  77  88  29  49
   281  42  74  17  39  71
   282  70  15  68   7  54
   283  47  56  79  93  97
   284 100  67  83  88  19
   285   8  80  42  76  96
   286  84  82  92  41  66
   287   9  70  89  24  53
   288   5   3   5 100  14
   289  25  17  15  49  56
   290  57   7  49  83  93
   291  82   5  52  43  33
   292  29  34  35  41  88
   293  43  84  82  86  11
   294  39 100  61  33  70
   295  57  22  54   5  96
   296  71  97  16  21  74
   297  68  79  56  99  27
   298   6  95  74  72  25
   299  25  12  80  28  63
   300   8  13  72   7  88
   301   6  60   9  45  63
   302  68  96  31  22  53
   303  96  64  32  41  68
   304   6  41  16  52  38
   305  72  66  96  61  57
   306  13  63  36  41  49
   307  72   3  85  12  38
   308  42  65   9  75  69
   309  62  57  27  11   6
   310  15   6  88  84  49
   311   4  26  29  87  82
   312  28  40  56  32  96
   313  29  98  59  98  48
   314  92  92  27  50  23
   315  33 100  11  21  20
   316  69  29   9  31   5
   317  58   6   8  80  22
   318  81  83  69  32  77
   319  49   5  51   0  65
   320  51  31  92  21  40
   321  49  45  25  90  29
   322  49  72  16  67  73
   323  44   8  20  34  24
   324  57  78  76  94  83
   325  73  20  11  61   0
   326  68  98  81  80  69
   327  38  34  15  43  97
   328  49  46  91  93  71
   329  54  82  83  32  51
   330  62  86  40  80  29
   331  51  25  68   7  76
   332  53  46  48  78  48
   333  32  95   0   4  40
   334  19  46  60   4   5
   335  45   5  62  58  40
   336  29  52  75   3  69
   337  86  51  10  40  39
   338   9  42   3   9  47
   339  80  10  32  40  22
   340  25  87  53  12  23
   341  26  52   9   5  91
   342   8   5  23  63   3
   343  78  98  80  49  51
   344  26   3  48  39  27
   345  25  85  79  28  56
   346  78   6  23  50  49
   347  92  27  96  93  76
   348  38  89  86  37  88
   349  12  46  55  75  41
   350 100  92  14  70  14
   351  20  22  12  74  36
   352  13  74  14   6  73
   353  47  28  67  51  81
   354  40  55  61  90  85
   355  54  51  85   6  91
   356  53  48  44  48  86
   357  72  27 100  84  38
   358  17   8  42  33  45
   359  10  13  22  35  79
   360  83  67   8  28  41
   361  84  51  53  22  14
   362  67  56  20  98  13
   363   5  99  13  99  97
   364  42  91  40  73  98
   365  63  34  47  95  88
   366  69   8  70  22  10
   367   4  11  10  28  58
   368  51   9  77  49  56
   369  58  67  19  57  51
   370  41  82  23  87  42
   371  88  37   9  23  24
   372  48  83  45  91  93
   373  90  62  14  42  73
   374  14  82   0  95  74
   375  53  16  35  70  39
   376  91  92  84  79  43
   377  42  72  72  82  96
   378  58  89  78  60  79
   379  52  58  99  20  27
   380  44  82  59  27  53
   381  85  28  97  36  80
   382  88  61  67  19  28
   383  86  13  27  31  12
   384  34  99  46   7  85
   385  96  91  75  26   1
   386  50  90  94  25  75
   387 100  41  76   4  63
   388  66   5   8  98  24
   389  50  21  38  89  43
   390  42  98  20  65  37
   391  80   8  27  44  83
   392  58  45  42  92  83
   393  55  76  54  42  68
   394  63   0  26  39  84
   395  86  36   5  52  81
   396  20  27  51  67  55
   397  37  27  68  97  14
   398  51  53  84  53  35
   399  59 100   8  49  65
   400  53  11  71  78  92
   401  93   8   5  95  16
   402  77  72  52  88  53
   403   0  35  13  93  63
   404 100  23  10  57   6
   405  42  43  67  23  51
   406  34  15  97  76  49
   407  52  96  63   8  33
   408  17  46  72  13  32
   409  12  97  18  54  33
   410  41  64  95  38   8
   411  19  20  63  25  80
   412  51  40  51  23  52
   413  45  39  68  65  58
   414  69  14  88  46   3
   415   3  49  53  11  16
   416  43  82  97  89  21
   417  99  62   8  63  63
   418  67  23  54  20  26
   419  77   6  40  98  76
   420  75  39  75  67  13
   421  33  28  12  95  26
   422  69  22  41  25 100
   423   9  61  60  19  45
   424  83  74  53  66  47
   425  39  69  11  97  61
   426   9  83  32   0  86
   427  42   9  84  21  89
   428  58  46   9  74  82
   429  67  45  11  25  79
   430 100  47  40  29   6
   431  41  91  92  55  96
   432   9  60  39  23  85
   433  65  30  81  11  72
   434  17  86  32  79  49
   435  28  14  31  30  78
   436  77  24  97  83  30
   437  51  49  87  22  83
   438  44  58  13  36  92
   439  57  48   7  28  80
   440  10   9  96  16  57
   441  19  51  94  40  71
   442  42  98  75  14  18
   443  66  27  65  87   9
   444   0  26  19  23  13
   445  56   7  88  66   4
   446  36   0  11  32  70
   447  29  80  51  33  82
   448  85  42  56  42  46
   449  78  38  65  63  90
   450  23  77  84  56  49
   451  88  26  97  83  13
   452  95   5  20  91  19
   453  96  17  13  45  22
   454  41  95  86  59  74
   455  24  75  36  85  42
   456  21  49  99  31  31
   457  73  84   9  88  20
   458  11  96   4  37  48
   459  90  49  42  28  27
   460   9  51  54  26   8
   461  78  72  82  27  22
   462  50  15  57  65  45
   463  33  29   8  64  27
   464  82  66  51  61  18
   465  17  15  14  64  57
   466  78  49  75  56  61
   467  97  91   6  88  87
   468  95   7  18  43  53
   469  67  81  25  39  19
   470  64   4  91  74  18
   471  18  62  14  90  49
   472  30  40  26  57  59
   473  10  63   6   8  36
   474  22  82  62  69  31
   475  43  84  86  16  22
   476  80   3  55  51  80
   477  24   5   7  53  11
   478  79  74   6   9  47
   479  33  79  23  50  20
   480  65  59  71  98   2
   481  75  65  25  19  64
   482  96  30  18  43 100
   483  64  97  16  26  71
   484  42  11  32  19  54
   485  29  68  90  62  43
   486   5  71  10  51  81
   487  38 100  93  46  54
   488  44 100  54  81   7
